name,offset,inferred_end,inferred_size,module_index,kind
Restore_Planet_Palette_Colors_,609753,609819,66,63,4
Set_System_Display_Loaded_Flag_,609819,609939,120,63,5
Ships_At_Location_String_,609939,610057,118,63,4
Space_Monster_Here_,610057,610079,22,63,4
Wrapper_For_Informational_System_Fields_,610079,610136,57,63,4
Wrapper_For_Normal_System_Fields_,610136,610238,102,63,4
Wrapper_For_Normal_System_Popup_,610238,610373,135,63,4
qsort_sys_disp_,610373,610384,11,63,5
Calculate_Remap_Gray_Palettes_,610384,610606,222,63,5
Remap_Draw_With_Mask_,610606,611292,686,63,5
Remap_Draw_Animated_Sprite_Mask_,611292,611570,278,63,5
Remap_Clipped_Draw_Animated_Sprite_Mask_,611570,612155,585,63,5
Print_Empty_System_Data_,612155,612420,265,63,5
Buffer_Reload_System_Ships_,612420,612558,138,63,5
Print_Special_Building_Data_,612558,612769,211,63,5
Draw_Help_Entry_,612769,614066,1297,64,4
Text_Box_,614066,614076,10,64,4
Timed_Text_Box_,614076,614079,3,64,4
Do_Text_Box_,614079,614758,679,64,4
Box_Centered_On_XY_,614758,615136,378,64,5
Text_Box_Startup_,615136,615389,253,64,5
Text_Box_Cleanup_,615389,615501,112,64,5
Text_Box_Get_Input_,615501,615595,94,64,5
Get_Mox_Text_Box_Base_Colors_,615595,615751,156,64,4
Get_Help_Lbx_Name_,615751,616974,1223,64,4
Clear_Beam_SFX_Handles_,616974,617006,32,65,5
Rob_Interpolate_Line_,617006,617365,359,65,4
N_Frames_For_Last_Weapon_Fired_,617365,617372,7,65,5
Draw_Generic_Beam_,617372,619330,1958,65,4
Get_Ship_Range_,619330,619364,34,65,4
Draw_Ship_Burst_,619364,619447,83,65,4
Draw_Ship_Explosion_,619447,619563,116,65,4
Load_Beam_Sfx_,619563,619594,31,65,5
Load_Ship_Burst_,619594,619717,123,65,5
Load_Ship_Explosion_,619717,619800,83,65,5
Load_Combat_Beam_Stuff_,619800,619906,106,65,4
Load_Pallette_Fragments_,619906,619952,46,65,4
Reset_Beam_Swapping_Colors_,619952,619971,19,65,4
Add_Weapon_Palette_Fragment_To_Current_Palette_,619971,620060,89,65,4
Fire_Weapon_,620060,622999,2939,65,5
Beam_SFX_,622999,626739,3740,65,4
Draw_Fighter_Beam_,626739,627055,316,65,4
Reset_Damage_Message_Queue_,627055,627065,10,65,5
Add_Damage_Message_To_Queue_,627065,627176,111,65,4
Squish_Out_Msg_Queue_Slot_,627176,627235,59,65,4
Draw_Damage_Message_Queue_,627235,627354,119,65,4
Done_Drawing_Damage_Message_Queue_,627354,627366,12,65,4
Draw_Damage_Indicator_,627366,627626,260,65,4
Add_Damage_Indicator_For_Ship_,627626,627730,104,65,4
Add_Damage_Indicator_For_Missile_,627730,627770,40,65,4
Add_Damage_Indicator_For_Biological_,627770,627808,38,65,4
Draw_Damage_Indicator_Right_,627808,627839,31,65,4
Draw_Damage_Indicator_Right2_,627839,627873,34,65,4
Draw_Damage_Message_Queue_Until_Done_,627873,627964,91,65,4
Get_SFX_Draw_Shield_Facing_,627964,628076,112,65,4
Get_SFX_Draw_Shield_Facing2_,628076,628248,172,65,5
Adjust_Shield_Display_Status_,628248,628423,175,65,5
XY_In_Shield_Radius_,628423,628514,91,65,5
Load_Shield_Hit_,628514,628642,128,65,5
Draw_All_Shields_,628642,628727,85,65,4
Shield_Anims_,628727,628839,112,65,4
Draw_Shield_Hit_Once_Through_,628839,629151,312,65,4
Draw_Shield_Hit_Next_Frame_,629151,629421,270,65,4
Ship_Size_To_Shield_Size_,629421,629448,27,65,4
Planet_Size_To_Shield_Size_,629448,629485,37,65,4
Draw_Shield_Hit_,629485,630686,1201,65,5
Rot_To_Base_Rot_,630686,630731,45,65,5
Rot_To_Rot_Method_,630731,630780,49,65,5
Adjust_Reflection_Field_Display_Status_,630780,631009,229,65,5
Load_Reflection_Field_Hit_,631009,631049,40,65,5
Reflection_Field_Anims_,631049,631079,30,65,4
Draw_Reflection_Field_Hit_Once_Through_,631079,631425,346,65,4
Draw_Reflection_Field_Hit_Next_Frame_,631425,631693,268,65,4
Draw_Reflection_Field_Hit_,631693,632155,462,65,5
XY_In_Reflection_Field_Radius_,632155,632246,91,65,5
Get_Beam_Frames_,632246,632407,161,65,4
Draw_Beam_,632407,633911,1504,65,4
Set_Beam_Colors_,633911,635164,1253,65,4
Build_Steve_Stuff_Struct_For_Weapon_,635164,636140,976,65,4
Weapon_Has_Steve_Stuff_,636140,636206,66,65,4
Draw_Beam2_,636206,637008,802,65,4
Draw_Anti_Missile_Rocket_Picture_,637008,637119,111,66,5
Draw_Anti_Missile_Rockets_,637119,637449,330,66,5
Anti_Missile_Rockets_,637449,638045,596,66,4
Draw_Gyro_Special_Effect_,638045,638963,918,66,5
Teleport_Enemy_Ship_,638963,639286,323,66,4
Gyro_Destablizer_,639286,640114,828,66,4
Lightning_Field_,640114,640537,423,66,4
Draw_Stasis_Ball_,640537,641146,609,66,4
Draw_Stasis_Beam_,641146,641866,720,66,4
Draw_Cloak_,641866,642267,401,66,4
Draw_Continuing_Tractor_,642267,642568,301,66,4
Draw_Moving_Tractor_,642568,642947,379,66,4
Plasma_Web_,642947,644042,1095,66,4
Tractor_Beam_,644042,644480,438,66,4
Draw_Plasma_Web_,644480,645109,629,66,4
Draw_Transporter_Bomb_Beam_,645109,645514,405,66,4
Stellar_Converter_,645514,646399,885,66,4
Start_Ship_Engine_SFX_,646399,646436,37,66,4
End_Ship_Engine_SFX_,646436,646464,28,66,4
Draw_Ship_Collapsing_,646464,646680,216,66,4
Do_Spherical_SFX_,646680,650251,3571,66,4
Play_Ship_Explosion_SFX_,650251,650363,112,66,4
Destroy_Ship_FX_,650363,652158,1795,66,4
Missile_Launch_FX_,652158,652610,452,66,4
Allocate_Bldg_Cache_,652610,652718,108,67,4
Deallocate_Bldg_Cache_,652718,652790,72,67,4
Bldg_In_Cache_,652790,652878,88,67,5
Oldest_Slot_In_Bldg_Cache_,652878,652922,44,67,5
Touch_Slot_,652922,652946,24,67,5
Touch_Bldg_,652946,653020,74,67,4
Cache_Load_Bldg_,653020,653135,115,67,4
Allocate_Help_Buffer_,653135,653167,32,68,4
Colbldg_Create_Ship_,653167,653236,69,68,5
Create_Ship_,653236,653803,567,68,4
Colbldg_Scrap_Ship_,653803,653804,1,68,5
Delete_Ship_,653804,653832,28,68,5
Ship_N_Anim_,653832,653878,46,68,4
Is_In_Queue_,653878,653916,38,68,4
Print_Setting_Description_,653916,654009,93,68,5
Get_Setting_Description_String_,654009,654093,84,68,4
Print_App_Description_,654093,654273,180,68,5
Clear_Last_App_Description_String_,654273,654283,10,68,4
Get_App_Description_String_,654283,654445,162,68,4
Option_String_,654445,654658,213,68,4
Trace_Tech_Apps_,654658,654825,167,68,4
N_Prods_In_Queue_,654825,654860,35,68,5
N_Prods_In_Colony_Queue_,654860,654920,60,68,4
N_Prods_In_Colony_Ptr_Queue_,654920,654958,38,68,4
Star_N_Uncolonized_Worlds_,654958,655072,114,68,5
qsort_building_by_name_,655072,655100,28,68,5
Calculate_Building_Array_,655100,655257,157,68,4
Build_Arrays_,655257,655262,5,68,5
Calculate_Military_Array_,655262,656237,975,68,5
Calc_Font_Off_,656237,656279,42,68,5
Get_Font_Off_For_Buildings_,656279,656537,258,68,5
Get_Font_Off_For_Military_,656537,656637,100,68,5
Draw_Buildings_List_,656637,656995,358,68,4
Draw_Militarys_List_,656995,657610,615,68,4
Add_Buildings_Fields_,657610,657740,130,68,4
Add_Militarys_Fields_,657740,657870,130,68,4
Something_Behind_Settting_,657870,657956,86,68,5
Load_Build_Anims_,657956,658076,120,68,4
Draw_Building_Centered_In_Window_,658076,658147,71,68,5
Draw_Building_Info_,658147,658350,203,68,4
Build_Weapon_String_,658350,658678,328,68,4
Build_Ship_Design_Info_Formatted_Paragraph_,658678,660042,1364,68,4
Draw_Ship_Design_Info2_,660042,660140,98,68,5
Draw_Ship_Design_Info_,660140,660384,244,68,4
Draw_Ship_Info_,660384,660568,184,68,4
Draw_Active_Prod_,660568,661197,629,68,4
Get_First_Empty_Queue_Slot_,661197,661232,35,68,5
Auto_Design_Type_,661232,661269,37,68,4
Add_To_Queue_,661269,662621,1352,68,5
First_Prod_Colony_Queue_Slot_,662621,662871,250,68,4
First_Prod_Queue_Slot_,662871,663065,194,68,4
Delete_From_Colony_Queue_,663065,663159,94,68,4
Delete_From_Queue_,663159,663663,504,68,5
Delete_Prod_From_Colony_Queue_,663663,663713,50,68,4
Clear_Colony_Queue_,663713,663741,28,68,4
Defragment_Queue_,663741,663888,147,68,5
Squish_Out_Queue_Slot_,663888,663952,64,68,5
Add_Refited_Ship_To_Queue_,663952,664333,381,68,5
Insert_Before_Queue_Slot_,664333,664570,237,68,5
Remove_Ships_,664570,664833,263,68,4
Do_Exit_Screen_Cleanup_,664833,667642,2809,68,4
Selection_Name_,667642,667759,117,68,4
Draw_Build_Queue_,667759,668250,491,68,5
Add_Build_Queue_Fields_,668250,668340,90,68,5
Draw_Centered_In_Window_,668340,668362,22,68,5
Print_Centered_In_Window_,668362,668456,94,68,5
Draw_Current_Selection_,668456,670550,2094,68,4
Draw_Cost_And_Time_Info_,670550,670967,417,68,4
Draw_Build_Queue_Popup_,670967,671809,842,68,4
Build_Queue_Popup_,671809,672602,793,68,4
Load_Bombing_Anims_,672602,672643,41,69,5
Squeze_Out_Bomb_,672643,672678,35,69,5
Add_Bomb_To_End_Of_Queue_,672678,672991,313,69,5
Queue_Is_Empty_,672991,673003,12,69,5
Replace_With_New_Bomb_,673003,673059,56,69,5
Decrement_Bomb_Counters_,673059,673236,177,69,5
Allocate_Hit_,673236,673286,50,69,5
Do_Bomb_,673286,673487,201,69,5
Do_Bombs_,673487,673587,100,69,5
Add_Building_To_Queue_,673587,673792,205,69,5
Draw_Colony_Bombing_Screen_,673792,674027,235,69,5
Blow_Up_All_Bldgs_,674027,674123,96,69,5
Do_Summary_String_Popup_,674123,675074,951,69,5
Colony_Bombing_Screen_,675074,675329,255,69,4
Draw_Cluster_Update_Function_,675329,675428,99,70,4
Calculate_Squish_Step_,675428,675574,146,70,4
Do_Colony_Info_Pop_Stuff_For_Pop_,675574,676790,1216,70,4
Draw_Info_Morale_,676790,676808,18,70,4
Draw_Info_Wee_Morale_,676808,676812,4,70,4
Draw_Info_Morale_Both_,676812,677283,471,70,4
Draw_Colony_Prod_,677283,677319,36,70,4
Draw_Colony_Wee_Prod_,677319,677327,8,70,4
Draw_Colony_Prod_Both_,677327,679634,2307,70,4
Draw_Colony_PC_Bar_,679634,679870,236,70,4
Load_Road_List_Anims_,679870,680089,219,70,4
Build_Road_List_Based_On_Bldg_List_,680089,680487,398,70,4
Road_Back_To_Front_,680487,680532,45,70,4
Load_Veggie_Anims_,680532,680533,1,70,4
Draw_Road_List_,680533,680659,126,70,4
Link_Buildings_,680659,680779,120,70,4
Draw_Simplest_Path_,680779,680786,7,70,4
Find_Simplest_Path_Node_,680786,681432,646,70,4
Veggie_Anims_,681432,681459,27,70,5
Pick_Random_Veggie_Anim_For_Colony_CR_,681459,681543,84,70,4
Pick_Random_Veggie_Anim_Entry_For_Colony_CR_,681543,681680,137,70,4
Veggie_Type_For_Colony_,681680,681956,276,70,4
N_Roads_Around_CR_,681956,682059,103,70,4
Pick_Random_Road_At_CR_,682059,682072,13,70,4
Pick_Random_Road_Around_CR_,682072,682080,8,70,4
Pick_Random_Road_At_And_Around_CR_,682080,682290,210,70,4
Clear_Veggie_Draw_Flags_,682290,682359,69,70,4
Build_Veggie_List_Based_On_Bldg_List_,682359,682901,542,70,4
Draw_Veggie_CR_,682901,683345,444,70,4
Load_Combat_Anims_,683345,684421,1076,71,5
Add_Kill_Anim_To_Queue_,684421,684448,27,71,4
Add_Hit_Anim_To_Queue_,684448,684473,25,71,4
Draw_Summary_,684473,684681,208,71,5
Draw_Colony_Combat_Screen_,684681,685201,520,71,5
Colony_Combat_Screen_,685201,685853,652,71,4
N_Slots_Left_,685853,685901,48,71,5
Top_Line_Y_,685901,685933,32,71,5
Top_Line_X_,685933,685958,25,71,5
Set_Up_Troops_,685958,685990,32,71,4
Calc_Top_Line_,685990,686117,127,71,5
Spatter_Down_Starting_Troops_,686117,686270,153,71,5
Find_Unshot_Target_,686270,686344,74,71,4
Find_Lowest_Framed_Unit_,686344,686480,136,71,4
Verify_Legal_Totals_,686480,686610,130,71,4
Force_Firing_Pairs_,686610,686796,186,71,4
Draw_Troops_,686796,686876,80,71,4
N_Left_Of_Me_To_Process_,686876,686935,59,71,5
N_Left_Active_To_Process_,686935,686994,59,71,5
Resort_Units_,686994,687245,251,71,5
Get_Firepoint_Offsets_,687245,687432,187,71,4
Get_Target_Offsets_,687432,687650,218,71,4
Pick_Target_,687650,687748,98,71,4
Do_Unit_Turn_,687748,688631,883,71,4
Action_Anim_,688631,688780,149,71,5
Pick_Next_Action_,688780,689133,353,71,5
Move_Is_Legal_,689133,689525,392,71,5
Do_Legal_Move_Check_,689525,689695,170,71,5
Do_Delta_Y_,689695,689844,149,71,5
Reinforce_Units_,689844,689910,66,71,4
Get_First_Unit_,689910,689970,60,71,4
N_Troop_Type_,689970,690045,75,71,5
Get_Next_Troop_Type_,690045,690125,80,71,5
Add_Unit_,690125,690354,229,71,5
Add_Initial_Unit_,690354,691143,789,71,5
Draw_Summary_Box_ATK_,691143,691334,191,71,5
Draw_Summary_Boxes_,691334,691339,5,71,5
Draw_Summary_Box_DEF_,691339,691963,624,71,5
Replace_Colgcbt_Color_With_Player_Colors_,691963,692063,100,71,5
Draw_Unit_Beam_,692063,692410,347,71,4
Draw_CGCBT_Beam_,692410,692900,490,71,5
Get_CGCBT_Beam_Len_,692900,692984,84,71,4
Play_Unit_Beam_Sound_,692984,693097,113,71,4
Set_Ground_Combat_Screen_Help_List_,693097,693160,63,71,4
Load_Landing_Anims_,693160,693201,41,72,5
Draw_Colony_Landing_Screen_,693201,693566,365,72,5
Print_Planet_Data_,693566,694274,708,72,5
Colony_Landing_Screen_,694274,694924,650,72,4
Clear_Cluster_,694924,694999,75,73,4
Get_First_Unemployed_,694999,695055,56,73,4
Get_Num_Unemployed_,695055,695113,58,73,4
Draw_Cluster_,695113,695357,244,73,4
Get_Cluster_,695357,695523,166,73,4
Pops_Identical_,695523,695714,191,73,4
Colony_Pop_String_,695714,695956,242,73,4
Send_Cluster_,695956,697818,1862,73,4
Give_Colonist_New_Job_,697818,698446,628,73,4
N_Colonies_And_Outposts_At_Star_For_Player_,698446,698559,113,74,4
N_Colonies_And_Outposts_At_Star_,698559,698635,76,74,4
Draw_Pop_Dark_,698635,698733,98,74,4
N_Bldgs_,698733,698789,56,74,4
Defragment_Colony_Queue_,698789,698860,71,74,5
Squish_Out_Colony_Queue_Slot_,698860,698939,79,74,5
Fix_Colony_Queue_,698939,698987,48,74,4
Clean_Up_Colony_Queue_,698987,699077,90,74,5
Remap_Draw_Ship_Centered_,699077,699300,223,74,4
Remap_Draw_Ship_Seg_N_Centered_,699300,699468,168,74,4
Remap_Draw_Ship_D_Centered_,699468,699521,53,74,4
Make_Satellite_Bitm_,699521,699808,287,74,4
Print_Sys_Disp_Scanned_String_,699808,699852,44,74,4
Get_Effective_Pop_Player_,699852,699930,78,74,4
Pop_Race_String_,699930,700040,110,74,4
Reset_Field_Arrays_,700040,700158,118,74,4
Set_Colony_Font_,700158,700220,62,74,4
Set_Colony_Font_To_Player_,700220,700292,72,74,4
Set_Colony_Font_To_Blue_,700292,700361,69,74,4
Set_Colony_Font_To_Reg_Blue_,700361,700434,73,74,4
Set_Colony_Font_To_Red_,700434,700494,60,74,4
Set_Colony_Font_To_,700494,700546,52,74,4
Colonize_Planet_,700546,700611,65,74,4
Init_Colonies_,700611,700656,45,74,4
Job_String_,700656,700705,49,74,4
Conquered_String_,700705,700729,24,74,4
Conquered_String_Abbreviated_,700729,700743,14,74,4
Pop_State_String_,700743,700778,35,74,4
Set_Colony_Globals_,700778,700838,60,74,4
Col_Calc_Wrapper_,700838,700922,84,74,4
Clear_Move_Military_,700922,700959,37,74,5
Pick_Up_Colonists_,700959,701003,44,74,5
Drop_Military_,701003,701131,128,74,5
Reset_Field_Mode_,701131,701270,139,74,4
Load_People_,701270,701271,1,74,5
Load_Global_Bitms_,701271,701314,43,74,4
Spy_Anim_,701314,701343,29,74,4
Turn_To_Rubble_CR_Bldg_,701343,701403,60,74,4
CR_Building_Name_,701403,701453,50,74,4
Real_Building_Name_,701453,701464,11,74,4
Satellite_Name_,701453,701464,11,74,4
Draw_Building_,701464,701545,81,74,4
Draw_Bldg_CR_,701545,701586,41,74,5
Draw_All_Buildings_,701586,701609,23,74,4
Colony_Pop_Anim_,701609,701758,149,74,4
Race_Conquered_Anim_,701758,701773,15,74,4
People_Anim_,701773,701883,110,74,4
Military_Anims_,701883,701915,32,74,4
Military_Anim_,701915,702064,149,74,4
Troop_Anim_,702064,702101,37,74,4
Player_Troop_Name_,702101,702243,142,74,4
Player_Troop_Anim_,702243,702395,152,74,4
Load_Bldg_Bitm_,702395,702427,32,74,4
Load_Ship_Bitm_,702427,702498,71,74,4
Load_Button_Anims_,702498,702685,187,74,5
Load_Officer_Anim_,702685,702743,58,74,5
Load_PC_Bar_Anim_,702743,702744,1,74,4
Load_Road_Anim_,702744,702749,5,74,4
Load_Galaxy_Map_Anims_,702749,702804,55,74,4
Load_Colony_Screen_Seg_,702804,702973,169,74,4
Load_Local_Colony_Anims_,702973,703118,145,74,4
Load_Planet_Screen_,702973,703118,145,74,5
C_Anims_,703118,703369,251,74,4
Load_Colony_Info_Anims_,703369,703370,1,74,5
Load_Colony_Popups_,703369,703370,1,74,5
Load_Satellite_Anims_,703369,703370,1,74,4
Govt_Anim_,703370,703391,21,74,4
Govt_Anims_,703370,703391,21,74,4
Satellite_Anims_,703391,703418,27,74,4
Satellite_Bldg_N_TO_Satellite_Animation_Index_,703418,703510,92,74,4
Load_Colony_Anims_,703510,703558,48,74,4
Prod_Anims_,703558,703599,41,74,4
Import_Anims_,703599,703627,28,74,4
Short_Anims_,703627,703708,81,74,4
Clear_Satellite_Array_,703708,703733,25,74,5
Clear_Bldgs_Array_,703733,703749,16,74,5
Bldg_Array_Empty_,703749,703799,50,74,4
Get_Bldg_CR_,703799,703945,146,74,4
Sort_Bldg_Array_Columns_,703945,704350,405,74,5
N_Houses_In_Bldg_Array_,704350,704430,80,74,5
Find_Replacement_Slot_For_Building_,704430,704606,176,74,5
Insert_Bldg_Into_Array_,704606,705051,445,74,5
Sat_Should_Be_Replaced_,705051,705151,100,74,5
Remove_Satellite_From_Array_,705151,705262,111,74,5
Insert_Satellite_Into_Array_,705262,705291,29,74,5
Make_Bldg_Array_For_Colony_,705291,706008,717,74,4
CR_To_XY_,706008,706034,26,74,4
Get_Bldg_Box_,706034,706213,179,74,4
Box_To_XY_Pair_,706213,706408,195,74,4
XY_In_Bldg_Poly_,706408,706531,123,74,5
Box_All_Slots_,706531,706577,46,74,4
Box_Bldg_Slot_,706577,706662,85,74,5
Bldg_Coords_To_Centered_Screen_Coord_,706662,706707,45,74,4
Bldg_Coords_To_Screen_Coord_,706707,706726,19,74,4
Bldg_Coords_To_Effective_Frame_,706726,706783,57,74,4
Colony_Type_,706783,706856,73,74,5
Reset_Step_Squish_,706856,706866,10,74,4
Colony_Has_Natives_,706866,706930,64,74,4
Sum_Colonists_,706930,707279,349,74,4
Pop_To_Pop_State_,707279,707335,56,74,4
Draw_Colony_Info_Pop_For_,707335,707403,68,74,5
Add_Job_Field_For_,707403,707645,242,74,5
Add_Job_Fields_,707645,707693,48,74,5
Add_Move_Colonist_Job_Field_For_,707693,707952,259,74,5
Draw_Colony_Info_Pop_,707952,707979,27,74,5
Draw_Colony_Info_Pop_Scanned_,707979,708190,211,74,5
Draw_Colony_Info_Production_,708190,708222,32,74,5
Draw_Colony_Info_Production_For_,708222,708258,36,74,5
Do_Colony_Info_Military_Stuff_For_,708258,709105,847,74,5
Draw_Colony_Info_Military_For_,709105,709115,10,74,5
Draw_Colony_Info_Military_,709115,709166,51,74,5
Add_Military_Field_For_,709166,709174,8,74,5
Add_Military_Fields_,709174,709228,54,74,5
Draw_Colony_Info_Officer_,709228,709569,341,74,5
Draw_Colony_Info_Morale_,709569,709603,34,74,5
Draw_Colony_Info_Background_,709603,709684,81,74,5
Draw_Info_Name_And_Pop_,709684,710407,723,74,5
Print_Scanned_Satellite_,710407,710439,32,74,5
Print_Scanned_String_,710439,710544,105,74,5
Print_Scanned_Military_,710544,710642,98,74,5
Draw_Colony_Info_Scanned_,710642,710720,78,74,5
Draw_Colony_Info_,710720,710902,182,74,5
Actual_Build_Time_,710902,710983,81,74,4
Total_Build_Time_,710983,711048,65,74,4
Draw_Building_With_Bottom_Centered_,711048,711255,207,74,4
Draw_Current_Production_Graph_,711255,711348,93,74,4
Draw_Current_Building2_,711348,711522,174,74,4
Draw_Current_Building_,711522,711545,23,74,5
Draw_Current_Ship_,711545,711609,64,74,5
Calculate_Colony_Turn_Count_From_Scrap_For_Prod_,711609,711704,95,74,4
Calculate_Colony_Turn_Count_With_Accumulation_For_Prod_,711704,711827,123,74,4
Calculate_Current_Production_Turn_Count_,711827,711896,69,74,4
Draw_Turn_Count_,711896,711983,87,74,5
Draw_Current_Production_,711983,712633,650,74,5
Draw_Info_Build_,711983,712633,650,74,5
Add_Satellite_Fields_,712633,712860,227,74,5
Check_Satellite_Fields_,712860,713329,469,74,5
Draw_Satellite_Dark_,713329,713478,149,74,5
Satellite_Anim_,713478,713574,96,74,4
Draw_Colony_Satellites_,713574,713802,228,74,5
Add_Bldg_Fields_,713802,713992,190,74,5
Scan_Bldg_CR_,713992,714032,40,74,5
Check_Bldg_Fields_,714032,714902,870,74,5
Draw_Bldg_CR_Dark_,714902,715104,202,74,5
Draw_Bldg_At_XY_With_Bottom_Centered_No_Glass_,715104,715315,211,74,5
Draw_Colony_Bldg_,715315,715549,234,74,5
Draw_Colony_Bldg_To_Bitm_,715549,715694,145,74,5
Bldg_Back_To_Front_,715694,715739,45,74,4
Draw_Planet_Info_,715739,715740,1,74,5
Draw_Colony_Bldgs_,715740,715945,205,74,4
Draw_Colony_Bldgs_to_Bitm_,715945,716060,115,74,4
Draw_Road_Anim_,716060,716065,5,74,5
Draw_Colony_Screen_,716065,716621,556,74,5
Box_Galaxy_Map_Star_,716621,716712,91,74,5
Colony_Can_Buy_Product_0_,716712,716827,115,74,4
Add_Screen_Fields_,716827,717721,894,74,5
Add_Stacking_Fields_,717721,718080,359,74,5
Clear_Sys_Disp_Fields_,718080,718127,47,74,4
Clear_Galaxy_Map_Fields_,718127,718170,43,74,4
Update_Colony_Palette_,718170,718209,39,74,4
Draw_Sys_Disp_Scanned_,718209,718292,83,74,4
Draw_Gal_Map_Last_Star_Scanned_,718292,718357,65,74,5
Draw_Sys_Disp_Last_Scanned_,718357,718375,18,74,5
Check_Job_Fields_,718375,718636,261,74,5
Check_Military_Fields_,718636,718850,214,74,5
Check_System_Display_Fields_,718850,719883,1033,74,5
Tested_Colony_Buys_Outright_,719883,720366,483,74,4
Evaluate_Screen_Input_,720366,721404,1038,74,5
Get_Next_Colony_,721404,721495,91,74,4
