name,start,provisional_end,size,instruction,opcode,target,direction,delta,target_owner,target_owner_start,target_relation,classification
Basic_Update_,940345,940703,358,940357,jne,940339,before,6,Load_Netmox_Strings_,940163,interior,near_predecessor_epilogue
Mox_Net_Update_,944638,946064,1426,944663,jne,959368,after,13304,Net_End_AI_Diplomacy_,959173,interior,cross_function_conditional
fwrite_modem_file_,946301,946411,110,946396,jno,946412,after,1,Make_Difference_Buffer_,946411,interior,near_successor_boundary
Decode_Difference_Buffer_,946897,947138,241,946949,jmp,946891,before,6,Make_Difference_Buffer_,946411,interior,near_predecessor_epilogue
Broadcast_Game_Data_Differential_,947405,948726,1321,948721,jmp,959368,after,10642,Net_End_AI_Diplomacy_,959173,interior,shared_epilogue_or_tail
Send_Game_Orders_,949909,951223,1314,951218,jmp,948711,before,1198,Broadcast_Game_Data_Differential_,947405,interior,shared_epilogue_or_tail
Decode_Pick_Target_Info_,953486,954264,778,954259,jmp,952530,before,956,Decode_Game_Orders_,951256,interior,shared_epilogue_or_tail
Send_You_Are_Target_Info_,954264,955363,1099,955358,jmp,946891,before,7373,Make_Difference_Buffer_,946411,interior,shared_epilogue_or_tail
Decode_You_Are_Target_Info_,955363,956177,814,956172,jmp,952530,before,2833,Decode_Game_Orders_,951256,interior,shared_epilogue_or_tail
Decode_Battle_Results_,957528,958557,1029,958552,jmp,952530,before,4998,Decode_Game_Orders_,951256,interior,shared_epilogue_or_tail
Send_Pick_Your_Position_,958557,958675,118,958670,jmp,948711,before,9846,Broadcast_Game_Data_Differential_,947405,interior,shared_epilogue_or_tail
Get_Next_AI_Talker_,958883,959088,205,959083,jmp,959368,after,280,Net_End_AI_Diplomacy_,959173,interior,shared_epilogue_or_tail
Net_Request_Human_Diplomacy_,959478,959777,299,959634,jmp,959363,before,115,Net_End_AI_Diplomacy_,959173,interior,shared_epilogue_or_tail
Refuse_Diplomacy_Request_,960296,960372,76,960367,jmp,959896,before,400,Net_Cancel_Human_Diplomacy_Request_,959830,interior,shared_epilogue_or_tail
Tell_Diplomacy_Requester_To_Wait_,960372,960405,33,960400,jmp,959898,before,474,Net_Cancel_Human_Diplomacy_Request_,959830,interior,shared_epilogue_or_tail
Send_Drop_Out_Info_,960432,960674,242,960669,jmp,952530,before,7902,Decode_Game_Orders_,951256,interior,shared_epilogue_or_tail
Decode_Drop_Out_Info_,960674,960892,218,960822,jne,952530,before,8144,Decode_Game_Orders_,951256,interior,cross_function_conditional
Net_Pick_Position_,961669,962176,507,961791,jmp,961662,before,7,Net_Select_Race_,961240,interior,near_predecessor_epilogue
Load_Net_Screen_,963195,964581,1386,963544,jmp,963052,before,143,Join_Net_Screen_,962267,interior,shared_epilogue_or_tail
Start_Net_Screen_,964581,966261,1680,966256,jmp,961663,before,2918,Net_Select_Race_,961240,interior,shared_epilogue_or_tail
Client_Next_Turn_,967378,967792,414,967787,jmp,967314,before,64,Host_Next_Turn_,966626,interior,shared_epilogue_or_tail
Net_Next_Turn_,967792,968357,565,967870,jmp,967314,before,478,Host_Next_Turn_,966626,interior,shared_epilogue_or_tail
Calc_Tech_Value_,968773,971161,2388,971156,jmp,968723,before,50,Get_Competition_Player_Tech_Value_,968620,interior,shared_epilogue_or_tail
Get_Competition_Tech_Values_,971161,971289,128,971284,jmp,968721,before,2440,Get_Competition_Player_Tech_Value_,968620,interior,shared_epilogue_or_tail
Initialize_Reports_,972828,972870,42,972868,jmp,972792,before,36,Client_Initialize_Reports_,972778,interior,shared_epilogue_or_tail
Star_Has_Special_For_Player_,973037,973073,36,973049,jl,973031,before,6,Draw_Special_,972917,interior,near_predecessor_epilogue
Explored_New_Star_,973146,973375,229,973195,jmp,975586,after,2211,Has_Officer_For_Hire_,975441,interior,shared_epilogue_or_tail
Has_Msg_,975082,975441,359,975436,jmp,975586,after,145,Has_Officer_For_Hire_,975441,interior,shared_epilogue_or_tail
Has_Report_,975705,975880,175,975875,jmp,975586,before,119,Has_Officer_For_Hire_,975441,interior,shared_epilogue_or_tail
Has_Diplomacy_Messages_,975880,976148,268,976143,jmp,975583,before,297,Has_Officer_For_Hire_,975441,interior,shared_epilogue_or_tail
Get_Weighted_Choice_Short_,977197,977263,66,977256,jae,977193,before,4,Get_Weighted_Choice_Char_,977114,interior,near_predecessor_epilogue
Shuffle_Sint_,977397,977468,71,977466,jmp,977391,before,6,Shuffle_Char_,977333,interior,near_predecessor_epilogue
Shuffle_Int_,977468,977538,70,977533,jmp,977391,before,77,Shuffle_Char_,977333,interior,shared_epilogue_or_tail
Star_In_Range_Of_Player_Aux2_,980371,980472,101,980399,jne,980362,before,9,Star_In_Range_Of_Player_Aux1_,980201,interior,near_predecessor_epilogue
Move_All_Ships_Toward_Stars_,982762,983056,294,983051,jmp,980882,before,1880,Can_Order_Ship_,980670,interior,shared_epilogue_or_tail
Allocate_New_Ship_Slots_,983323,983885,562,983813,jge,980882,before,2441,Can_Order_Ship_,980670,interior,cross_function_conditional
Update_Ship_ETAs_,984092,984345,253,984340,jmp,980882,before,3210,Can_Order_Ship_,980670,interior,shared_epilogue_or_tail
Do_Wormhole_Event_,984345,984600,255,984595,jmp,982756,before,1589,Make_Ship_Arrive_At_Star_,982490,interior,shared_epilogue_or_tail
Do_Hyperspace_Beast_,984600,985128,528,985123,jmp,980882,before,3718,Can_Order_Ship_,980670,interior,shared_epilogue_or_tail
Reset_Needless_Ignore_Combat_Ships_Flags_,985213,985539,326,985534,jmp,980883,before,4330,Can_Order_Ship_,980670,interior,shared_epilogue_or_tail
Resolve_Player_Spies_,988324,989032,708,988935,jle,987541,before,783,Allocate_AI_Spies_,986393,interior,cross_function_conditional
Leader_Assassinates_,989032,989347,315,989224,je,987541,before,1491,Allocate_AI_Spies_,986393,interior,cross_function_conditional
Trade_Agreement_Goal_,990116,990355,239,990350,jmp,991100,after,745,Start_Trade_Agreement_,990947,interior,shared_epilogue_or_tail
Process_Trade_Agreement_,990547,990693,146,990688,jmp,991100,after,407,Start_Trade_Agreement_,990947,interior,shared_epilogue_or_tail
Process_Research_Agreement_,990693,990839,146,990834,jmp,991100,after,261,Start_Trade_Agreement_,990947,interior,shared_epilogue_or_tail
Start_Research_Agreement_,991106,991287,181,991282,jmp,991095,before,11,Start_Trade_Agreement_,990947,interior,near_predecessor_epilogue
Bill_Default_,991342,991370,28,991349,jae,998683,after,7313,Initialize_Formatted_Paragraph_System_,998683,entry,cross_function_conditional
Get_My_Agent_Number_,993119,993142,23,993140,jmp,993063,before,56,Get_My_Spy_Number_,993041,interior,shared_epilogue_or_tail
Get_My_Agent_Mission_,993142,993165,23,993163,jmp,993103,before,39,Get_My_Spy_Mission_,993081,interior,shared_epilogue_or_tail
Set_Their_Spy_Mission_,993205,993241,36,993239,jmp,993196,before,9,Set_Their_Spy_Number_,993165,interior,near_predecessor_epilogue
Set_My_Spy_Mission_,993293,993341,48,993339,jmp,993284,before,9,Set_My_Spy_Number_,993241,interior,near_predecessor_epilogue
Set_My_Agent_Mission_,993394,993442,48,993440,jmp,993384,before,10,Set_My_Agent_Number_,993341,interior,near_predecessor_epilogue
Update_List_Window_Data_,993786,994527,741,993841,je,992289,before,1497,Record_History_,991370,interior,cross_function_conditional
Turn_Off_Palettes_,994527,994549,22,994544,jmp,1186082,after,191533,Clear_Palette_Changes_,1186082,entry,tail_call
Cache_Player_Spy_Anim_,996555,996641,86,996626,jne,996539,before,16,Cache_Other_Scientist_Anim_,996392,interior,near_predecessor_epilogue
Cache_Player_Trooper_Anim_,996641,996783,142,996712,jne,996539,before,102,Cache_Other_Scientist_Anim_,996392,interior,cross_function_conditional
_Print_String_Bill_,996783,997130,347,996804,jl,995082,before,1701,_Squeeze_Print_,994731,interior,cross_function_conditional
_Print_Paragraph_Bill_,997130,997653,523,997648,jmp,995893,before,1237,Squeeze_Paragraph_Centered_To_Bitmap_,995840,interior,shared_epilogue_or_tail
History_Graph_Help_,997915,997933,18,997928,jmp,997789,before,126,Reference_Help_,997776,interior,shared_epilogue_or_tail
Technology_Select_Help_,997933,997951,18,997949,jmp,997863,before,70,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Technology_Change_Help_,997951,997969,18,997967,jmp,997863,before,88,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Tech_Select_List_Right_Help_,997969,997987,18,997985,jmp,997863,before,106,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Tech_Select_List_Left_Help_,997987,998008,21,998003,jmp,997863,before,124,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Tech_Change_List_Right_Help_,998008,998029,21,998024,jmp,997863,before,145,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Tech_Change_List_Left_Help_,998029,998050,21,998045,jmp,997863,before,166,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Races_Help_,998050,998071,21,998066,jmp,997863,before,187,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Report_Help_,998071,998092,21,998087,jmp,997863,before,208,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Audience_Menu_Help_,998092,998113,21,998108,jmp,997863,before,229,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Treaties_Menu_Help_,998113,998134,21,998129,jmp,997863,before,250,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Treaties_Race_Help_,998134,998155,21,998150,jmp,997863,before,271,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
War_Race_Help_,998155,998176,21,998171,jmp,997863,before,292,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Trade_Menu_Help_,998176,998197,21,998192,jmp,997863,before,313,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Trade_Cash_Help_,998197,998218,21,998213,jmp,997863,before,334,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Trade_Tech_Help_,998218,998239,21,998234,jmp,997863,before,355,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Tech_Swap_Help_,998239,998260,21,998255,jmp,997863,before,376,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Tribute_Menu_Help_,998260,998281,21,998276,jmp,997863,before,397,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Tribute_Cash_Help_,998281,998302,21,998297,jmp,997863,before,418,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Tribute_Tech_Help_,998302,998323,21,998318,jmp,997863,before,439,Turn_Summary_Popup_Help_,997847,interior,shared_epilogue_or_tail
Return_To_Last_Break_,999867,1000082,215,1000070,jmp,1000326,after,244,Record_Break_Position_,1000082,interior,shared_epilogue_or_tail
Paragraph_HT_,1001599,1001644,45,1001615,jge,1001596,before,3,Complete_Line_Data_,1001429,interior,near_predecessor_epilogue
Set_Item_Value_,1003499,1003657,158,1003613,jge,1003697,after,40,Insert_Item_,1003657,interior,cross_function_conditional
Insert_Item_,1003657,1004506,849,1003712,je,1000325,before,3332,Record_Break_Position_,1000082,interior,cross_function_conditional
Process_Function_,1004851,1005982,1131,1005930,je,1000325,before,4526,Record_Break_Position_,1000082,interior,cross_function_conditional
FN_Set_Space_Size_,1006903,1006964,61,1006946,jl,1006849,before,54,FN_Set_Y_Pos_,1006756,interior,cross_function_conditional
FN_Set_Indent_,1007257,1007324,67,1007301,jge,1007080,before,177,FN_Set_FF_Size_,1007020,interior,cross_function_conditional
FN_User_Call_,1007497,1007593,96,1007557,je,1006899,before,598,FN_Set_H_Spacing_,1006855,interior,cross_function_conditional
_Justify_Line_Fully_,1007699,1007985,286,1007845,je,1000325,before,7374,Record_Break_Position_,1000082,interior,cross_function_conditional
Print_Line_,1007985,1009595,1610,1008005,jle,1000325,before,7660,Record_Break_Position_,1000082,interior,cross_function_conditional
Pick_Font_Color_,1009774,1009804,30,1009780,jbe,1121164,after,111360,Set_Highlight_Colors_On_,1121164,entry,cross_function_conditional
Set_Line_Limits_,1010419,1010860,441,1010802,jmp,1000325,before,10094,Record_Break_Position_,1000082,interior,shared_epilogue_or_tail
Info_Screen_,1010860,1011866,1006,1011861,jmp,1013352,after,1486,Initialize_Maintenance_Values_,1013163,interior,shared_epilogue_or_tail
Draw_Maint_Income_Chart_,1011866,1012244,378,1012233,jne,1012250,after,6,Build_Maint_Chart_Bitmaps_,1012244,interior,near_successor_boundary
Draw_The_History_Graph_,1013358,1013929,571,1013924,jmp,1013351,before,7,Initialize_Maintenance_Values_,1013163,interior,near_predecessor_epilogue
Draw_Histories_,1014092,1015131,1039,1014188,je,1013351,before,741,Initialize_Maintenance_Values_,1013163,interior,cross_function_conditional
Display_Graphed_Players_Names_,1015274,1015445,171,1015440,jmp,1013351,before,1923,Initialize_Maintenance_Values_,1013163,interior,shared_epilogue_or_tail
Init_Tech_Review_List_,1017361,1017558,197,1017553,jmp,1015843,before,1518,History_Subscreen_,1015445,interior,shared_epilogue_or_tail
Print_Player_Specials_To_Bitmap_,1017558,1018016,458,1017585,jge,1013153,before,4405,Build_Maint_Chart_Bitmaps_,1012244,interior,cross_function_conditional
Turn_Summary_Subscreen_,1019800,1020605,805,1020255,jmp,1019479,before,321,Race_Stats_Subscreen_,1018310,interior,shared_epilogue_or_tail
Draw_Turn_Summary_Subscreen_,1020605,1020721,116,1020716,jmp,1017352,before,3253,Draw_Tech_Review_Subscreen_,1017130,interior,shared_epilogue_or_tail
Reference_Subscreen_,1020721,1020877,156,1020804,jmp,1015790,before,4931,History_Subscreen_,1015445,interior,shared_epilogue_or_tail
Reference_Main_Subscreen_,1020877,1021657,780,1021519,jmp,1019479,before,1398,Race_Stats_Subscreen_,1018310,interior,shared_epilogue_or_tail
Draw_Reference_Main_Subscreen_,1021657,1021794,137,1021789,jmp,1017352,before,4305,Draw_Tech_Review_Subscreen_,1017130,interior,shared_epilogue_or_tail
Reference_How_To_Subscreen_,1021794,1022094,300,1022067,jne,1015841,before,5953,History_Subscreen_,1015445,interior,cross_function_conditional
Reference_Category_Subscreen_,1022094,1023269,1175,1023168,jmp,1019479,before,2615,Race_Stats_Subscreen_,1018310,interior,shared_epilogue_or_tail
Draw_Reference_Category_Subscreen_,1023269,1023413,144,1023408,jmp,1017322,before,5947,Draw_Tech_Review_Subscreen_,1017130,interior,shared_epilogue_or_tail
Draw_Multiple_Drop_Areas_,1023902,1023930,28,1023916,jae,1023900,before,2,Draw_Drop_Area_,1023489,interior,near_predecessor_epilogue
Add_Fields_To_List_Page_,1024392,1024541,149,1024536,jmp,1024385,before,7,Init_List_Data_,1024167,interior,near_predecessor_epilogue
Display_List_Text_,1024941,1025191,250,1024955,je,1024831,before,110,Display_Selected_List_Text_,1024541,interior,cross_function_conditional
Goto_Page_With_Entry_,1025364,1025443,79,1025422,jmp,1024831,before,533,Display_Selected_List_Text_,1024541,interior,shared_epilogue_or_tail
Set_Selected_List_Entry_,1025507,1025625,118,1025620,jmp,1024831,before,676,Display_Selected_List_Text_,1024541,interior,shared_epilogue_or_tail
Race_Screen_,1027258,1030717,3459,1029276,jmp,1031655,after,938,Draw_Relations_Sliders_,1031504,interior,shared_epilogue_or_tail
Init_Race_Display_Data_,1030717,1031504,787,1031499,jmp,1034375,after,2871,Setup_Race_Who_Fields_,1034230,interior,shared_epilogue_or_tail
Draw_Race_Photos_,1031661,1032125,464,1031692,jge,1031654,before,7,Draw_Relations_Sliders_,1031504,interior,near_predecessor_epilogue
Draw_Race_Text_,1032125,1033449,1324,1033444,jmp,1029275,before,2850,Race_Screen_,1027258,interior,shared_epilogue_or_tail
Setup_Race_Display_Fields_,1033840,1034230,390,1033862,jmp,1034375,after,145,Setup_Race_Who_Fields_,1034230,interior,shared_epilogue_or_tail
Draw_Race_Screen_,1034464,1035231,767,1035047,jb,1031654,before,2810,Draw_Relations_Sliders_,1031504,interior,cross_function_conditional
Draw_Icon_Group_,1036247,1036353,106,1036272,jbe,1031654,before,4593,Draw_Relations_Sliders_,1031504,interior,cross_function_conditional
_Tech_Select_,1039378,1041586,2208,1041581,jmp,1042113,after,527,Draw_Little_Arrow_,1041763,interior,shared_epilogue_or_tail
Draw_Tech_List_,1043606,1043682,76,1043677,jmp,1041745,before,1861,Draw_Tech_Select_,1041586,interior,shared_epilogue_or_tail
Display_Entry_Text_,1043712,1044079,367,1043725,je,1042112,before,1600,Draw_Little_Arrow_,1041763,interior,cross_function_conditional
Init_Entry_Positions_,1044419,1044617,198,1044592,jmp,1042113,before,2306,Draw_Little_Arrow_,1041763,interior,shared_epilogue_or_tail
Init_Entry_Data_,1044617,1045513,896,1045508,jmp,1043594,before,1023,_Tech_List_,1042119,interior,shared_epilogue_or_tail
Setup_Entry_Buttons_,1045513,1045659,146,1045654,jmp,1044387,before,1126,Set_Selected_Entry_,1044293,interior,shared_epilogue_or_tail
Get_Group_List_,1045659,1046063,404,1046038,jmp,1044387,before,1272,Set_Selected_Entry_,1044293,interior,shared_epilogue_or_tail
Draw_Application_Description_,1046063,1046386,323,1046381,jmp,1044387,before,1676,Set_Selected_Entry_,1044293,interior,shared_epilogue_or_tail
New_Get_Tech_Cost_,1046621,1046660,39,1046655,jmp,859798,before,186823,Player_Research_Cost_,859798,entry,tail_call
Get_Tech_Cost_,1046843,1046859,16,1046848,jne,1046636,before,207,New_Get_Tech_Cost_,1046621,interior,cross_function_conditional
Get_Parent_Index_,1047008,1047046,38,1047028,jne,1046841,before,167,Promote_A_Hyper_Value_By_Field_,1046809,interior,cross_function_conditional
Check_For_Valid_Segs_,1148875,1149046,171,1149034,jo,1149149,after,103,fread_,1149147,interior,cross_function_conditional
fflush_,1155049,1155065,16,1155051,jne,1274736,after,119671,__flush_,1274736,entry,cross_function_conditional
qsort_,1195764,1196845,1081,1195996,je,1195755,before,9,med3_,1195676,interior,near_predecessor_epilogue
_angle_to_sin,1213445,1213625,180,1213517,jns,1213413,before,32,Interlaced_Gray_Scale_Off_Page_,1213119,interior,cross_function_conditional
Get_Paragraph_Max_Width_,1239290,1239710,420,1239387,jmp,3923175794,after,3921936084,__SegmentEndPC32,1410708,interior,shared_epilogue_or_tail
__STK,1241587,1241617,30,1241614,je,1241617,after,0,__STKOVERFLOW_,1241617,entry,near_successor_boundary
_exit_,1241868,1241890,22,1241885,jmp,1048999,before,192869,__exit_,1048999,entry,tail_call
_AIL_set_preference,1243215,1243465,250,1243341,je,1244370,after,905,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_get_real_vect,1243475,1243710,235,1243592,je,1244370,after,660,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_set_real_vect,1243710,1243831,121,1243826,jmp,1244076,after,245,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_delay,1244382,1244491,109,1244486,jmp,1244073,before,309,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_register_timer,1245353,1245588,235,1245470,je,1244370,before,983,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_set_timer_user,1245588,1245831,243,1245714,je,1244370,before,1218,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_set_timer_period,1245831,1245949,118,1245944,jmp,1243823,before,2008,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_set_timer_frequency,1245949,1246067,118,1246062,jmp,1243823,before,2126,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_set_timer_divisor,1246067,1246185,118,1246180,jmp,1243823,before,2244,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_interrupt_divisor,1246185,1246407,222,1246289,je,1244370,before,1815,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_start_timer,1246407,1246516,109,1246511,jmp,1244073,before,2334,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_start_all_timers,1246516,1246614,98,1246609,jmp,1243207,before,3309,_AIL_shutdown,1243068,interior,shared_epilogue_or_tail
_AIL_stop_timer,1246614,1246723,109,1246718,jmp,1244073,before,2541,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_stop_all_timers,1246723,1246821,98,1246816,jmp,1243207,before,3516,_AIL_shutdown,1243068,interior,shared_epilogue_or_tail
_AIL_release_timer_handle,1246821,1246930,109,1246925,jmp,1244073,before,2748,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_release_all_timers,1246930,1247028,98,1247023,jmp,1243207,before,3723,_AIL_shutdown,1243068,interior,shared_epilogue_or_tail
_AIL_get_IO_environment,1247028,1247257,229,1247145,je,1244370,before,2658,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_install_driver,1247257,1247500,243,1247383,je,1244370,before,2887,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_uninstall_driver,1247500,1247609,109,1247604,jmp,1244073,before,3427,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_install_DIG_INI,1247609,1247831,222,1247713,je,1244370,before,3239,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_install_DIG_driver_file,1247831,1248068,237,1247957,je,1244370,before,3461,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_uninstall_DIG_driver,1248068,1248177,109,1248172,jmp,1244073,before,3995,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_allocate_sample_handle,1248177,1248406,229,1248294,je,1244370,before,3807,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_allocate_file_sample,1248406,1248655,249,1248543,je,1244370,before,4036,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_release_sample_handle,1248655,1248764,109,1248759,jmp,1244073,before,4582,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_init_sample,1248764,1248873,109,1248868,jmp,1244073,before,4691,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_set_sample_file,1248873,1249135,262,1249010,je,1244370,before,4503,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_set_sample_address,1249135,1249265,130,1249260,jmp,1243956,before,5179,_AIL_set_USE16_ISR,1243831,interior,shared_epilogue_or_tail
_AIL_set_sample_type,1249265,1249395,130,1249390,jmp,1243956,before,5309,_AIL_set_USE16_ISR,1243831,interior,shared_epilogue_or_tail
_AIL_start_sample,1249395,1249504,109,1249499,jmp,1244073,before,5322,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_stop_sample,1249504,1249613,109,1249608,jmp,1244073,before,5431,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_resume_sample,1249613,1249722,109,1249717,jmp,1244073,before,5540,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_end_sample,1249722,1249831,109,1249826,jmp,1244073,before,5649,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_set_sample_playback_rate,1249831,1249949,118,1249944,jmp,1243823,before,6008,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_set_sample_volume,1249949,1250067,118,1250062,jmp,1243823,before,6126,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_set_sample_pan,1250067,1250185,118,1250180,jmp,1243823,before,6244,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_set_sample_loop_count,1250185,1250303,118,1250298,jmp,1243823,before,6362,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_sample_status,1250303,1250532,229,1250420,je,1244370,before,5933,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_sample_playback_rate,1250532,1250773,241,1250649,je,1244370,before,6162,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_sample_volume,1250773,1251002,229,1250890,je,1244370,before,6403,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_sample_pan,1251002,1251231,229,1251119,je,1244370,before,6632,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_sample_loop_count,1251231,1251460,229,1251348,je,1244370,before,6861,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_install_DIG_driver_image,1251460,1251709,249,1251597,je,1244370,before,7090,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_minimum_sample_buffer_size,1251709,1251958,249,1251846,je,1244370,before,7339,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_sample_buffer_ready,1251958,1252187,229,1252075,je,1244370,before,7588,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_load_sample_buffer,1252187,1252330,143,1252325,jmp,1243959,before,8228,_AIL_set_USE16_ISR,1243831,interior,shared_epilogue_or_tail
_AIL_set_sample_position,1252330,1252448,118,1252443,jmp,1243823,before,8507,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_sample_position,1252448,1252677,229,1252565,je,1244370,before,8078,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_register_SOB_callback,1252677,1252914,237,1252803,je,1244370,before,8307,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_register_EOB_callback,1252914,1253151,237,1253040,je,1244370,before,8544,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_register_EOS_callback,1253151,1253388,237,1253277,je,1244370,before,8781,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_register_EOF_callback,1253388,1253625,237,1253514,je,1244370,before,9018,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_set_sample_user_data,1253625,1253755,130,1253750,jmp,1243956,before,9669,_AIL_set_USE16_ISR,1243831,interior,shared_epilogue_or_tail
_AIL_sample_user_data,1253755,1253992,237,1253881,je,1244370,before,9385,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_active_sample_count,1253992,1254221,229,1254109,je,1244370,before,9622,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_install_MDI_INI,1254221,1254437,216,1254325,je,1244370,before,9851,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_install_MDI_driver_file,1254437,1254674,237,1254563,je,1244370,before,10067,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_uninstall_MDI_driver,1254674,1254783,109,1254778,jmp,1244073,before,10601,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_allocate_sequence_handle,1254783,1255012,229,1254900,je,1244370,before,10413,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_release_sequence_handle,1255012,1255121,109,1255116,jmp,1244073,before,10939,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_init_sequence,1255121,1255370,249,1255258,je,1244370,before,10751,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_start_sequence,1255370,1255479,109,1255474,jmp,1244073,before,11297,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_stop_sequence,1255479,1255588,109,1255583,jmp,1244073,before,11406,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_resume_sequence,1255588,1255697,109,1255692,jmp,1244073,before,11515,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_end_sequence,1255697,1255806,109,1255801,jmp,1244073,before,11624,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_set_sequence_tempo,1255806,1255936,130,1255931,jmp,1243956,before,11850,_AIL_set_USE16_ISR,1243831,interior,shared_epilogue_or_tail
_AIL_set_sequence_volume,1255936,1256066,130,1256061,jmp,1243956,before,11980,_AIL_set_USE16_ISR,1243831,interior,shared_epilogue_or_tail
_AIL_set_sequence_loop_count,1256066,1256184,118,1256179,jmp,1243823,before,12243,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
